STATECENSUS,IND,State,"Industry Name ",observations,employment,members,covered
11,170,Maine,"Crop production",21,2135.30216333333,0,0
11,180,Maine,"Animal production",18,1522.28885166667,0,0
11,190,Maine,"Forestry except logging",8,629.58892,0,0
11,270,Maine,Logging,25,2100.30949,0,0
11,280,Maine,"Fishing, hunting, and trapping",6,512.643008333333,0,0
11,290,Maine,"Support activities for agriculture and forestry",5,427.335268333333,0,0
11,370,Maine,"Oil and gas extraction",1,88.78036,0,0
11,470,Maine,"Nonmetallic mineral mining and quarrying",2,153.382635,0,0
11,490,Maine,"Support activities for mining",7,532.609445,0,0
11,570,Maine,"Electric power generation, transmission and distribution",32,2685.39800666667,397.030875,397.030875
11,580,Maine,"Natural gas distribution",3,247.624781666667,0,0
11,590,Maine,"Electric and gas, and other combinations",2,181.55476,0,0
11,670,Maine,"Water, steam, air conditioning, and irrigation systems",12,968.561078333333,149.85535,232.321846666667
11,680,Maine,"Sewage treatment facilities",10,938.876415,216.53312,216.53312
11,770,Maine,CONSTRUCTION,317,29021.3499966667,2831.08018166667,2973.69384333333
11,1070,Maine,"Animal food, grain, and oilseed milling",3,291.674221666667,0,0
11,1080,Maine,"Sugar and confectionery products",1,83.8365783333333,0,0
11,1090,Maine,"Fruit and vegetable preserving and specialty food manufacturing",7,525.80625,0,0
11,1170,Maine,"Dairy product manufacturing",4,295.42493,158.648828333333,158.648828333333
11,1180,Maine,"Animal slaughtering and processing",7,546.966395,68.4764116666667,68.4764116666667
11,1190,Maine,"Retail bakeries",13,1064.27211333333,0,0
11,1270,Maine,"Bakeries and tortilla manufacturing, except retail",6,474.483505,0,0
11,1280,Maine,"Seafood and other miscellaneous foods, n.e.c.",4,393.219921666667,96.5068566666667,96.5068566666667
11,1290,Maine,"Not specified food industries",2,195.020971666667,0,0
11,1370,Maine,"Beverage manufacturing",17,1483.66121,105.066825,105.066825
11,1470,Maine,"Fiber, yarn, and thread mills",1,87.3530483333333,87.3530483333333,87.3530483333333
11,1480,Maine,"Fabric mills, except knitting mills",16,1346.28595833333,0,0
11,1490,Maine,"Textile and fabric finishing and coating mills",2,231.734463333333,0,0
11,1590,Maine,"Textile product mills, except carpet and rug",5,406.612563333333,0,0
11,1770,Maine,"Footwear manufacturing",5,428.041465,0,0
11,1790,Maine,"Leather tanning and finishing and other leather and allied products manufacturi",1,65.992755,0,0
11,1870,Maine,"Pulp, paper, and paperboard mills",44,3792.78405166667,2205.50584666667,2302.65194
11,1880,Maine,"Paperboard containers and boxes",3,258.784831666667,81.120625,81.120625
11,1890,Maine,"Miscellaneous paper and pulp products",8,695.774073333333,0,0
11,1990,Maine,"Printing and related support activities",18,1697.572415,0,0
11,2070,Maine,"Petroleum refining",1,83.76963,0,0
11,2090,Maine,"Miscellaneous petroleum and coal products",1,53.186305,0,0
11,2170,Maine,"Resin, synthetic rubber and fibers, and filaments manufacturing",4,313.700121666667,0,0
11,2180,Maine,"Agricultural chemical manufacturing",3,543.403418333333,0,0
11,2190,Maine,"Pharmaceutical and medicine manufacturing",17,1333.70138666667,0,0
11,2280,Maine,"Soap, cleaning compound, and cosmetic manufacturing",5,399.540363333333,77.105755,77.105755
11,2290,Maine,"Industrial and miscellaneous chemicals",7,523.83483,0,59.2979666666667
11,2370,Maine,"Plastics product manufacturing",5,381.685876666667,85.0817383333333,85.0817383333333
11,2380,Maine,"Tire manufacturing",1,94.60662,0,0
11,2470,Maine,"Pottery, ceramics, and plumbing fixture manufacturing",2,174.944688333333,0,0
11,2480,Maine,"Structural clay product manufacturing",2,181.584741666667,0,0
11,2490,Maine,"Glass and glass product manufacturing",3,310.278928333333,0,0
11,2570,Maine,"Cement, concrete, lime, and gypsum product manufacturing",5,487.226285,118.305008333333,118.305008333333
11,2590,Maine,"Miscellaneous nonmetallic mineral product manufacturing",6,539.971086666667,0,0
11,2680,Maine,"Aluminum production and processing",1,124.293066666667,0,0
11,2690,Maine,"Nonferrous metal (except aluminum) production and processing",1,70.312615,70.312615,70.312615
11,2770,Maine,Foundries,1,126.691016666667,0,0
11,2790,Maine,"Cutlery and hand tool manufacturing",3,258.93427,0,0
11,2870,Maine,"Structural metals, and boiler, tank, and shipping container manufacturing",13,1219.58347333333,0,0
11,2880,Maine,"Machine shops; turned product; screw, nut, and bolt manufacturing",17,1645.00275,0,116.508151666667
11,2890,Maine,"Coating, engraving, heat treating and allied activities",3,208.555406666667,0,0
11,2970,Maine,Ordnance,6,431.098428333333,243.143063333333,243.143063333333
11,2980,Maine,"Miscellaneous fabricated metal products manufacturing",6,512.405135,0,0
11,3070,Maine,"Agricultural implement manufacturing",1,63.64431,0,0
11,3080,Maine,"Construction, and mining and oil and gas field machinery manufacturing",2,137.948306666667,0,0
11,3095,Maine,"Commercial and service industry machinery manufacturing",1,73.3712416666667,0,0
11,3170,Maine,"Metalworking machinery manufacturing",7,651.720916666667,0,0
11,3180,Maine,"Engines, turbines, and power transmission equipment manufacturing",2,166.548163333333,0,0
11,3291,Maine,"Machinery manufacturing, n.e.c. or not specified",1,68.210115,0,0
11,3370,Maine,"Communications, and audio and video equipment manufacturing",4,337.076025,0,0
11,3380,Maine,"Navigational, measuring, electromedical, and control instruments manufacturing",12,965.299245,210.970398333333,210.970398333333
11,3390,Maine,"Electronic component and product manufacturing, n.e.c.",19,1869.75317833333,0,0
11,3470,Maine,"Household appliance manufacturing",3,324.406708333333,0,0
11,3490,Maine,"Electrical lighting and electrical equipment manufacturing, and other electrica",7,635.90283,0,0
11,3570,Maine,"Motor vehicles and motor vehicle equipment manufacturing",6,604.278235,0,0
11,3580,Maine,"Aircraft and parts manufacturing",28,2463.65707166667,187.91644,264.15597
11,3590,Maine,"Aerospace product and parts manufacturing",3,260.997146666667,100.119216666667,100.119216666667
11,3680,Maine,"Ship and boat building",106,9295.91434333333,4462.76335666667,4743.22186
11,3770,Maine,"Sawmills and wood preservation",33,3118.710215,76.3738866666667,76.3738866666667
11,3780,Maine,"Veneer, plywood, and engineered wood products",2,134.386518333333,0,0
11,3790,Maine,"Prefabricated wood buildings and mobile homes",2,134.44552,0,0
11,3875,Maine,"Miscellaneous wood products",17,1544.79051,0,0
11,3895,Maine,"Furniture and related product manufacturing",16,1543.10905333333,0,0
11,3960,Maine,"Medical equipment and supplies manufacturing",50,4655.14530333333,139.131726666667,139.131726666667
11,3970,Maine,"Sporting and athletic goods, and doll, toy and game manufacturing",1,60.703625,0,0
11,3980,Maine,"Miscellaneous manufacturing, n.e.c.",12,1150.10220833333,0,0
11,4070,Maine,"Motor vehicles, parts and supplies, merchant wholesalers",6,510.883868333333,0,0
11,4080,Maine,"Furniture and home furnishing, merchant wholesalers",2,191.323483333333,0,0
11,4090,Maine,"Lumber and other construction materials, merchant wholesalers",9,735.724391666667,0,0
11,4170,Maine,"Professional and commercial equipment and supplies, merchant wholesalers",11,858.741975,0,0
11,4195,Maine,"Electrical and electronic goods, merchant wholesalers",5,398.198743333333,0,0
11,4265,Maine,"Hardware, plumbing and heating equipment, and supplies, merchant wholesalers",6,482.791923333333,0,0
11,4270,Maine,"Machinery, equipment, and supplies, merchant wholesalers",15,1296.88214833333,75.38598,75.38598
11,4280,Maine,"Recyclable material, merchant wholesalers",2,162.355758333333,0,0
11,4290,Maine,"Miscellaneous durable goods, merchant wholesalers",3,309.737345,0,0
11,4370,Maine,"Paper and paper products, merchant wholesalers",1,72.9190583333333,0,0
11,4380,Maine,"Drugs, sundries, and chemical and allied products, merchant wholesalers",10,900.633975,105.308595,105.308595
11,4390,Maine,"Apparel, piece goods, and notions, merchant wholesalers",2,148.681603333333,0,0
11,4470,Maine,"Groceries and related products, merchant wholesalers",35,3063.96936166667,126.131496666667,126.131496666667
11,4480,Maine,"Farm product raw materials, merchant wholesalers",3,258.402751666667,0,0
11,4490,Maine,"Petroleum and petroleum products, merchant wholesalers",8,726.384965,0,0
11,4560,Maine,"Alcoholic beverages, merchant wholesalers",9,839.343201666667,0,0
11,4580,Maine,"Miscellaneous nondurable goods, merchant wholesalers",6,448.84004,0,0
11,4590,Maine,"Not specified wholesale trade",1,85.2001966666667,0,0
11,4670,Maine,"Automobile dealers",72,6234.24956833333,0,0
11,4680,Maine,"Other motor vehicle dealers",16,1317.541815,0,0
11,4690,Maine,"Auto parts, accessories, and tire stores",38,3358.73626833333,0,0
11,4770,Maine,"Furniture and home furnishings stores",19,1728.39331,0,0
11,4780,Maine,"Household appliance stores",4,276.206325,0,0
11,4795,Maine,"Electronics stores",10,924.344661666667,0,0
11,4870,Maine,"Building material and supplies dealers",58,5118.75835166667,231.404926666667,231.404926666667
11,4880,Maine,"Hardware stores",21,1839.70826,0,0
11,4890,Maine,"Lawn and garden equipment and supplies stores",14,1212.49984166667,0,0
11,4971,Maine,"Supermarkets and other grocery (except convenience) stores",17,1724.37684833333,87.792435,87.792435
11,4972,Maine,"Convenience Stores",4,528.976965,0,0
11,4980,Maine,"Specialty food stores",11,1091.37403166667,0,0
11,4990,Maine,"Beer, wine, and liquor stores",1,130.155145,0,0
11,5070,Maine,"Pharmacies and drug stores",51,4559.55471166667,180.486568333333,180.486568333333
11,5080,Maine,"Health and personal care, except drug, stores",10,938.685461666667,0,0
11,5090,Maine,"Gasoline stations",19,1789.02941,81.7499633333333,81.7499633333333
11,5170,Maine,"Clothing stores",51,4860.47192833333,0,0
11,5180,Maine,"Shoe stores",4,401.990023333333,0,0
11,5190,Maine,"Jewelry, luggage, and leather goods stores",2,151.79073,0,0
11,5275,Maine,"Sporting goods, camera, and hobby and toy stores",37,3156.28036333333,68.6240933333333,68.6240933333333
11,5280,Maine,"Sewing, needlework and piece goods stores",6,461.121933333333,0,0
11,5295,Maine,"Musical instrument and supplies stores",1,131.802066666667,0,0
11,5370,Maine,"Book stores and news dealers",1,107.894868333333,0,0
11,5381,Maine,"Department stores",6,652.869995,0,0
11,5391,Maine,"General merchandise stores, including warehouse clubs and supercenters",14,1308.37992666667,0,0
11,5470,Maine,Florists,1,89.7858066666667,0,0
11,5480,Maine,"Office supplies and stationery stores",3,285.848603333333,0,0
11,5490,Maine,"Used merchandise stores",12,1070.85920166667,0,0
11,5570,Maine,"Gift, novelty, and souvenir shops",9,889.71183,121.697356666667,121.697356666667
11,5580,Maine,"Miscellaneous retail stores",23,2167.51927,0,0
11,5593,Maine,"Electronic shopping and mail-order houses",2,244.111471666667,0,0
11,5670,Maine,"Vending machine operators",2,170.215643333333,0,0
11,5680,Maine,"Fuel dealers",20,1607.61136,78.1614783333333,78.1614783333333
11,5690,Maine,"Other direct selling establishments",6,494.984883333333,0,0
11,5790,Maine,"Not specified retail trade",4,451.370393333333,0,0
11,6070,Maine,"Air transportation",15,1357.54122166667,629.17794,629.17794
11,6080,Maine,"Rail transportation",4,308.760803333333,308.760803333333,308.760803333333
11,6090,Maine,"Water transportation",14,1320.879045,489.84979,575.589178333333
11,6170,Maine,"Truck transportation",50,4330.41975333333,249.495745,249.495745
11,6180,Maine,"Bus service and urban transit",23,1987.43057666667,700.158308333333,700.158308333333
11,6190,Maine,"Taxi and limousine service",3,250.283218333333,0,0
11,6270,Maine,"Pipeline transportation",3,314.561836666667,203.65538,203.65538
11,6290,Maine,"Services incidental to transportation",24,2108.76041666667,945.475016666667,945.475016666667
11,6370,Maine,"Postal Service",44,3882.02654833333,3012.06113833333,3012.06113833333
11,6380,Maine,"Couriers and messengers",24,2057.02339333333,507.602771666667,507.602771666667
11,6390,Maine,"Warehousing and storage",14,1300.59298,0,0
11,6470,Maine,"Newspaper publishers",13,1109.87418166667,0,0
11,6480,Maine,"Periodical, book, and directory publishers",3,231.4079,0,0
11,6490,Maine,"Software publishers",2,136.51837,0,0
11,6570,Maine,"Motion pictures and video industries",10,906.206633333333,0,0
11,6590,Maine,"Sound recording industries",1,81.2353183333333,0,0
11,6670,Maine,"Broadcasting (except internet)",20,2023.33450833333,227.160485,227.160485
11,6680,Maine,"Wired telecommunications carriers",16,1286.39362,305.550791666667,305.550791666667
11,6690,Maine,"Telecommunications, except wired telecommunications carriers",20,1668.93428333333,182.169621666667,182.169621666667
11,6695,Maine,"Data processing, hosting, and related services",7,548.765678333333,0,0
11,6770,Maine,"Libraries and archives",13,992.182928333333,0,0
11,6870,Maine,"Banking and related activities",107,9254.921855,258.175676666667,339.419465
11,6880,Maine,"Savings institutions, including credit unions",23,2092.89482166667,72.60456,72.60456
11,6890,Maine,"Non-depository credit and related activities",23,2244.93946666667,135.186895,135.186895
11,6970,Maine,"Securities, commodities, funds, trusts, and other financial investments",25,2515.99785166667,86.3972783333333,86.3972783333333
11,6991,Maine,"Insurance carriers",10,1096.98729166667,388.614993333333,388.614993333333
11,6992,Maine,"Agencies, brokerages, and other insurance related activities",11,1162.328465,424.349398333333,424.349398333333
11,7071,Maine,"Lessors of real estate, and offices of real estate agents and brokers",11,927.547335,0,0
11,7072,Maine,"Real estate property managers, offices of real estate appraisers, and other act",5,529.759248333333,0,0
11,7080,Maine,"Automotive equipment rental and leasing",6,566.604001666667,0,0
11,7190,Maine,"Commercial, industrial, and other intangible assets rental and leasing",5,394.154973333333,73.0245233333333,73.0245233333333
11,7270,Maine,"Legal services",35,3154.92214333333,0,0
11,7280,Maine,"Accounting, tax preparation, bookkeeping and payroll services",50,4379.92048833333,139.80429,139.80429
11,7290,Maine,"Architectural, engineering, and related services",59,5202.33539166667,327.68374,412.42815
11,7370,Maine,"Specialized design services",2,189.54091,0,0
11,7380,Maine,"Computer systems design and related services",69,6274.72157,255.54877,255.54877
11,7390,Maine,"Management, scientific and technical consulting services",38,3474.416975,68.0203966666667,68.0203966666667
11,7460,Maine,"Scientific research and development services",26,2291.373705,130.195531666667,130.195531666667
11,7470,Maine,"Advertising and related services",16,1456.07263833333,0,0
11,7480,Maine,"Veterinary services",25,2161.17362333333,0,0
11,7490,Maine,"Other professional, scientific and technical services",12,977.693325,0,0
11,7570,Maine,"Management of companies and enterprises",2,165.708716666667,83.58369,83.58369
11,7580,Maine,"Employment services",29,2759.899155,187.403113333333,187.403113333333
11,7590,Maine,"Business support services",37,3350.414405,0,0
11,7670,Maine,"Travel arrangements and reservation services",5,469.86292,0,91.5094333333333
11,7680,Maine,"Investigation and security services",14,1263.51929666667,0,0
11,7690,Maine,"Services to buildings and dwellings (except cleaning during construction and im",24,2040.63987833333,75.4316816666667,75.4316816666667
11,7770,Maine,"Landscaping services",32,3112.62956833333,0,0
11,7780,Maine,"Other administrative and other support services",22,1869.1282,77.89117,77.89117
11,7790,Maine,"Waste management and remediation services",22,1900.033375,319.211203333333,439.617601666667
11,7860,Maine,"Elementary and secondary schools",525,44058.8117566667,22366.9991983333,27561.5088916667
11,7870,Maine,"Colleges and universities, including junior colleges",185,16276.6855866667,3814.53008,4550.560915
11,7880,Maine,"Business, technical, and trade schools and training",5,428.197838333333,0,0
11,7890,Maine,"Other schools and instruction, and educational support services",32,2830.242765,0,80.665135
11,7970,Maine,"Offices of physicians",71,5952.24427666667,146.656953333333,331.7597
11,7980,Maine,"Offices of dentists",37,3105.331715,131.896018333333,131.896018333333
11,7990,Maine,"Office of chiropractors",8,688.059643333333,0,0
11,8070,Maine,"Offices of optometrists",10,896.688711666667,0,0
11,8080,Maine,"Offices of other health practitioners",4,299.757583333333,0,0
11,8090,Maine,"Outpatient care centers",117,10218.98895,492.258096666667,580.165903333333
11,8170,Maine,"Home health care services",85,7377.14204833333,0,0
11,8180,Maine,"Other health care services",60,5342.38341333333,306.168773333333,394.07658
11,8191,Maine,"General medical and surgical hospitals, and specialty (except psychiatric and s",93,9350.64449166667,589.109656666667,840.157186666666
11,8192,Maine,"Psychiatric and substance abuse hospitals",3,360.162548333333,96.0733616666667,96.0733616666667
11,8270,Maine,"Nursing care facilities (skilled nursing facilities)",110,9550.09580500001,364.365101666667,364.365101666667
11,8290,Maine,"Residential care facilities, except skilled nursing facilities",76,6587.59126333333,122.031003333333,195.808565
11,8370,Maine,"Individual and family services",119,10244.9851233333,260.684318333333,336.31082
11,8380,Maine,"Community food and housing, and emergency services",10,884.378183333333,0,0
11,8390,Maine,"Vocational rehabilitation services",9,840.795256666667,0,0
11,8470,Maine,"Child day care services",53,5068.608755,120.44326,120.44326
11,8570,Maine,"Museums, art galleries, historical sites, and similar institutions",22,1941.69168333333,162.495943333333,162.495943333333
11,8580,Maine,"Bowling centers",5,456.939218333333,0,0
11,8590,Maine,"Other amusement, gambling, and recreation industries",63,5538.874995,132.641458333333,312.222255
11,8660,Maine,"Traveler accommodation",57,5621.084275,0,0
11,8670,Maine,"Recreational vehicle parks and camps, and rooming and boarding houses, dormitor",13,1149.09123333333,168.239961666667,168.239961666667
11,8680,Maine,"Restaurants and other food services",373,34669.04266,454.965065,628.171573333333
11,8690,Maine,"Drinking places, alcoholic beverages",8,966.746133333333,0,0
11,8770,Maine,"Automotive repair and maintenance",59,5380.74925,78.0226383333333,78.0226383333333
11,8780,Maine,"Car washes",2,190.882401666667,0,0
11,8790,Maine,"Electronic and precision equipment repair and maintenance",1,78.8201416666667,0,0
11,8870,Maine,"Commercial and industrial machinery and equipment repair and maintenance",12,1170.84852166667,80.5404766666667,80.5404766666667
11,8891,Maine,"Personal and household goods repair and maintenance",1,111.749396666667,0,0
11,8970,Maine,"Barber shops",1,86.06751,0,0
11,8980,Maine,"Beauty salons",20,1770.70367833333,0,0
11,8990,Maine,"Nail salons and other personal care services",2,165.715946666667,0,0
11,9070,Maine,"Dry cleaning and laundry services",4,321.883516666667,0,0
11,9080,Maine,"Funeral homes, and cemeteries and crematories",4,369.491643333333,0,0
11,9090,Maine,"Other personal services",7,638.79038,0,0
11,9160,Maine,"Religious organizations",40,3240.66503666667,0,0
11,9170,Maine,"Civic, social, advocacy organizations, and grantmaking and giving services",36,3337.597715,0,0
11,9180,Maine,"Labor unions",1,61.6963416666667,61.6963416666667,61.6963416666667
11,9190,Maine,"Business, professional, political, and similar organizations",10,825.992166666667,0,0
11,9290,Maine,"Private households",29,2535.77185166667,0,0
11,9370,Maine,"Executive offices and legislative bodies",72,6211.44432333333,1208.00677666667,1811.049215
11,9380,Maine,"Public finance activities",18,1467.672455,795.399766666667,1078.41288333333
11,9390,Maine,"Other general government and support",3,239.084578333333,0,0
11,9470,Maine,"Justice, public order, and safety activities",114,10527.5842516667,5889.20080166667,6384.39922666667
11,9480,Maine,"Administration of human resource programs",48,4084.87774333333,2316.97832666667,2665.40093666667
11,9490,Maine,"Administration of environmental quality and housing programs",16,1446.79266166667,460.217313333333,744.238456666667
11,9570,Maine,"Administration of economic programs and space research",35,3105.44806,1224.62304833333,1867.70494666667
11,9590,Maine,"National security and international affairs",38,3514.23282,1315.51423333333,1407.94141666667
12,170,"New Hampshire","Crop production",21,1169.01150833333,0,54.1047783333333
12,180,"New Hampshire","Animal production",12,642.917576666667,0,0
12,190,"New Hampshire","Forestry except logging",9,481.269585,93.143165,151.424218333333
12,270,"New Hampshire",Logging,3,192.945611666667,0,0
12,280,"New Hampshire","Fishing, hunting, and trapping",1,42.0415566666667,0,0
12,290,"New Hampshire","Support activities for agriculture and forestry",1,86.4263966666667,0,0
12,370,"New Hampshire","Oil and gas extraction",2,125.318835,0,0
12,470,"New Hampshire","Nonmetallic mineral mining and quarrying",5,270.653711666667,0,0
12,490,"New Hampshire","Support activities for mining",1,45.21354,0,0
12,570,"New Hampshire","Electric power generation, transmission and distribution",70,3983.44141333333,591.63956,591.63956
12,580,"New Hampshire","Natural gas distribution",4,213.93991,0,0
12,590,"New Hampshire","Electric and gas, and other combinations",7,390.424781666667,168.318758333333,168.318758333333
12,670,"New Hampshire","Water, steam, air conditioning, and irrigation systems",11,564.54843,189.400381666667,189.400381666667
12,680,"New Hampshire","Sewage treatment facilities",9,456.435016666667,141.33108,141.33108
12,770,"New Hampshire",CONSTRUCTION,673,38082.9786783333,5794.932015,6059.71774666667
12,1070,"New Hampshire","Animal food, grain, and oilseed milling",10,566.331916666667,47.7498533333333,47.7498533333333
12,1080,"New Hampshire","Sugar and confectionery products",11,614.117473333333,0,0
12,1090,"New Hampshire","Fruit and vegetable preserving and specialty food manufacturing",4,206.607053333333,58.015125,58.015125
12,1170,"New Hampshire","Dairy product manufacturing",9,532.069325,0,0
12,1180,"New Hampshire","Animal slaughtering and processing",2,72.49233,0,0
12,1190,"New Hampshire","Retail bakeries",26,1564.57386166667,0,0
12,1270,"New Hampshire","Bakeries and tortilla manufacturing, except retail",9,491.494541666667,0,0
12,1280,"New Hampshire","Seafood and other miscellaneous foods, n.e.c.",8,403.989126666667,0,0
12,1290,"New Hampshire","Not specified food industries",2,93.0832216666667,0,0
12,1370,"New Hampshire","Beverage manufacturing",24,1458.19413666667,544.368841666667,544.368841666667
12,1390,"New Hampshire","Tobacco manufacturing",1,85.9227583333333,0,0
12,1470,"New Hampshire","Fiber, yarn, and thread mills",1,63.8221216666667,0,0
12,1480,"New Hampshire","Fabric mills, except knitting mills",12,635.314168333333,61.5576716666667,61.5576716666667
12,1490,"New Hampshire","Textile and fabric finishing and coating mills",3,162.492093333333,0,0
12,1570,"New Hampshire","Carpet and rug mills",1,45.40088,0,0
12,1590,"New Hampshire","Textile product mills, except carpet and rug",9,427.207333333333,0,0
12,1670,"New Hampshire","Knitting mills, and apparel knitting mills",1,41.0346333333333,0,0
12,1691,"New Hampshire","Cut and sew, and apparel accessories and other apparel manufacturing",1,56.14762,0,0
12,1770,"New Hampshire","Footwear manufacturing",15,845.719768333333,0,0
12,1790,"New Hampshire","Leather tanning and finishing and other leather and allied products manufacturi",2,112.151456666667,0,0
12,1870,"New Hampshire","Pulp, paper, and paperboard mills",8,409.592481666667,48.2854283333333,48.2854283333333
12,1880,"New Hampshire","Paperboard containers and boxes",9,509.260738333333,0,0
12,1890,"New Hampshire","Miscellaneous paper and pulp products",9,503.558848333333,0,0
12,1990,"New Hampshire","Printing and related support activities",46,2476.81453,0,0
12,2070,"New Hampshire","Petroleum refining",2,102.860856666667,0,0
12,2090,"New Hampshire","Miscellaneous petroleum and coal products",2,96.127425,52.15764,52.15764
12,2170,"New Hampshire","Resin, synthetic rubber and fibers, and filaments manufacturing",22,1215.78022666667,63.0283916666667,63.0283916666667
12,2190,"New Hampshire","Pharmaceutical and medicine manufacturing",75,4086.57628,0,0
12,2270,"New Hampshire","Paint, coating, and adhesives manufacturing",7,362.310326666667,46.7871716666667,46.7871716666667
12,2280,"New Hampshire","Soap, cleaning compound, and cosmetic manufacturing",6,294.407306666667,0,0
12,2290,"New Hampshire","Industrial and miscellaneous chemicals",25,1288.51409666667,159.94965,202.722315
12,2370,"New Hampshire","Plastics product manufacturing",43,2423.87164,50.346905,115.103921666667
12,2380,"New Hampshire","Tire manufacturing",1,45.8045533333333,0,0
12,2390,"New Hampshire","Rubber product, except tire, manufacturing",8,422.181795,41.7029266666667,99.08081
12,2470,"New Hampshire","Pottery, ceramics, and plumbing fixture manufacturing",3,157.429423333333,0,0
12,2480,"New Hampshire","Structural clay product manufacturing",1,40.026905,0,0
12,2490,"New Hampshire","Glass and glass product manufacturing",10,552.96352,129.47622,129.47622
12,2570,"New Hampshire","Cement, concrete, lime, and gypsum product manufacturing",16,884.154475,0,0
12,2590,"New Hampshire","Miscellaneous nonmetallic mineral product manufacturing",11,588.13394,120.17365,120.17365
12,2670,"New Hampshire","Iron and steel mills and steel product manufacturing",8,408.635006666667,0,0
12,2680,"New Hampshire","Aluminum production and processing",11,605.232796666667,0,0
12,2690,"New Hampshire","Nonferrous metal (except aluminum) production and processing",13,724.58,58.6704233333333,58.6704233333333
12,2770,"New Hampshire",Foundries,22,1156.25712333333,44.14966,44.14966
12,2780,"New Hampshire","Metal forgings and stampings",5,271.532111666667,0,46.631645
12,2790,"New Hampshire","Cutlery and hand tool manufacturing",1,70.7762716666667,0,0
12,2870,"New Hampshire","Structural metals, and boiler, tank, and shipping container manufacturing",36,1826.93411666667,89.1544916666667,89.1544916666667
12,2880,"New Hampshire","Machine shops; turned product; screw, nut, and bolt manufacturing",58,3223.67197,0,0
12,2890,"New Hampshire","Coating, engraving, heat treating and allied activities",3,178.28272,0,0
12,2970,"New Hampshire",Ordnance,50,2843.44005666667,129.199823333333,191.195791666667
12,2980,"New Hampshire","Miscellaneous fabricated metal products manufacturing",64,3492.19868333333,215.303565,215.303565
12,2990,"New Hampshire","Not specified metal industries",2,92.978235,0,0
12,3070,"New Hampshire","Agricultural implement manufacturing",3,182.875566666667,0,0
12,3080,"New Hampshire","Construction, and mining and oil and gas field machinery manufacturing",2,98.5269283333333,0,0
12,3095,"New Hampshire","Commercial and service industry machinery manufacturing",17,936.67847,0,0
12,3170,"New Hampshire","Metalworking machinery manufacturing",22,1168.20294166667,0,0
12,3180,"New Hampshire","Engines, turbines, and power transmission equipment manufacturing",2,98.6859433333333,0,0
12,3291,"New Hampshire","Machinery manufacturing, n.e.c. or not specified",18,1060.90961166667,0,0
12,3365,"New Hampshire","Computer and peripheral equipment manufacturing",19,955.674908333334,0,0
12,3370,"New Hampshire","Communications, and audio and video equipment manufacturing",29,1421.76531666667,0,0
12,3380,"New Hampshire","Navigational, measuring, electromedical, and control instruments manufacturing",64,3381.43242166667,32.882995,87.557465
12,3390,"New Hampshire","Electronic component and product manufacturing, n.e.c.",172,9520.530455,40.6973766666667,40.6973766666667
12,3470,"New Hampshire","Household appliance manufacturing",7,384.337721666667,0,0
12,3490,"New Hampshire","Electrical lighting and electrical equipment manufacturing, and other electrica",57,3079.56063666667,0,0
12,3570,"New Hampshire","Motor vehicles and motor vehicle equipment manufacturing",37,2062.04102166667,165.31206,314.637248333333
12,3580,"New Hampshire","Aircraft and parts manufacturing",129,7224.11845666667,614.519725,670.980818333333
12,3590,"New Hampshire","Aerospace product and parts manufacturing",8,422.376543333333,0,0
12,3680,"New Hampshire","Ship and boat building",24,1345.37840666667,304.841185,484.345336666667
12,3690,"New Hampshire","Other transportation equipment manufacturing",3,155.976706666667,0,0
12,3770,"New Hampshire","Sawmills and wood preservation",10,606.571588333333,0,0
12,3780,"New Hampshire","Veneer, plywood, and engineered wood products",2,129.117888333333,0,0
12,3790,"New Hampshire","Prefabricated wood buildings and mobile homes",1,62.9909483333333,0,0
12,3875,"New Hampshire","Miscellaneous wood products",21,1191.30086166667,76.4419583333333,76.4419583333333
12,3895,"New Hampshire","Furniture and related product manufacturing",22,1127.99197333333,0,0
12,3960,"New Hampshire","Medical equipment and supplies manufacturing",157,8388.232925,47.0523966666667,102.249126666667
12,3970,"New Hampshire","Sporting and athletic goods, and doll, toy and game manufacturing",6,347.180518333333,0,0
12,3980,"New Hampshire","Miscellaneous manufacturing, n.e.c.",66,3662.73765166667,222.71204,222.71204
12,3990,"New Hampshire","Not specified manufacturing industries",22,1284.24824666667,48.7564683333333,48.7564683333333
12,4070,"New Hampshire","Motor vehicles, parts and supplies, merchant wholesalers",15,764.349013333333,0,0
12,4080,"New Hampshire","Furniture and home furnishing, merchant wholesalers",4,204.697586666667,0,0
12,4090,"New Hampshire","Lumber and other construction materials, merchant wholesalers",18,986.472271666667,0,0
12,4170,"New Hampshire","Professional and commercial equipment and supplies, merchant wholesalers",20,1070.50143,0,0
12,4180,"New Hampshire","Metals and minerals, except petroleum, merchant wholesalers",5,281.326233333333,50.1352683333333,100.379151666667
12,4195,"New Hampshire","Electrical and electronic goods, merchant wholesalers",19,1065.253425,0,67.5031516666667
12,4265,"New Hampshire","Hardware, plumbing and heating equipment, and supplies, merchant wholesalers",17,875.155165,103.16615,103.16615
12,4270,"New Hampshire","Machinery, equipment, and supplies, merchant wholesalers",34,1814.445635,53.6669866666667,53.6669866666667
12,4280,"New Hampshire","Recyclable material, merchant wholesalers",6,338.365233333333,0,0
12,4290,"New Hampshire","Miscellaneous durable goods, merchant wholesalers",9,496.001893333333,0,0
